#,Categorie,Secteur,Ville,Nom,Adresse,Telephone,Email,Site?,Email?,Note,Nb Avis,Gamme Prix,Services,Nb Photos,Horaires,Editorial,Types Google,URL Maps,Citation Neg,Points Forts,Probleme,Accroche Email,Statut,1er contact,Relance 1,Relance 2,Relance 3,RDV,Call booke,Notes
292,Restauration,Kebab,Grenoble,Restaurant L'andalous Very Food,"63 Pl. Saint-Bruno, 38000 Grenoble, France",07 53 66 93 45,,NON,NON,4.4,82,budget,"livraison, a emporter, sur place, dejeuner, diner, PMR",7,"lundi: 10:30 – 15:00, 17:30 – 02:00 | mardi: 10:30 – 15:00, 17:30 – 02:00 | mercredi: 10:30 – 15:00, 17:30 – 02:00 | jeudi: 10:30 – 15:00, 17:30 – 02:00 | vendredi: 10:30 – 15:00, 17:30 – 02:00 | samedi: 10:30 – 15:00, 17:30 – 02:00 | dimanche: 10:30 – 15:00, 17:30 – 02:00",,restaurant,https://maps.google.com/?cid=6621535910362980519,,"gentil, accueil, qualite",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
293,Restauration,Kebab,Grenoble,Les 4 Saisons (Grenoble) - Kebab & Tacos,"8 Rue Lorenzaccio, 38100 Grenoble, France",06 10 30 10 77,,NON,NON,4.2,178,budget,"livraison, a emporter, reservable en ligne, sur place, dejeuner, diner, PMR",10,"lundi: 11:30 – 15:00, 17:00 – 23:00 | mardi: 11:30 – 15:00, 17:00 – 23:00 | mercredi: 11:30 – 15:00, 17:00 – 23:00 | jeudi: 11:30 – 15:00, 17:00 – 23:00 | vendredi: 11:30 – 15:00, 17:00 – 23:00 | samedi: 12:00 – 23:00 | dimanche: 12:00 – 23:00",,restaurant,https://maps.google.com/?cid=10761309652885895472,"Viande de la veille viande sec je suis venue plusieurs fois le soir est le midi meme rouleau de viande de viande kebab avec très peut de sauce je déconseille a fuire | Le restaurateur qui insulte ma mère en se retournant parce que je lui demande de manger sur place et derrière qui me regarde en souriant « avec quoi comme boisson monsieur ».
C’est pratique courante ?","accueil, sympathique, rapide",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
294,Restauration,Traiteur,Grenoble,Traiteur africain Grenoble - Délice du Soleil,"6 BIS Pl. de Lavalette, 38000 Grenoble, France",07 84 80 64 35,,NON,NON,4.5,8,,"livraison, a emporter",10,"lundi: Fermé | mardi: 11:30 – 14:30, 17:00 – 20:00 | mercredi: 11:30 – 14:30, 18:00 – 20:30 | jeudi: 11:00 – 14:30, 18:00 – 20:30 | vendredi: 11:00 – 20:30 | samedi: 11:00 – 22:00 | dimanche: Fermé",,store,https://maps.google.com/?cid=16707336673983337731,J’ai demandé un devis le 2 septembre 2022. En novembre sans signe de leur part je les ai recontacté. On m’a dit avoir perdu mes coordonnées pour me transmettre le devis en question. Nous sommes fin ja,"qualite, accueil, ecoute",difficile a joindre par telephone,"Un de vos clients sur Google signale que c'est difficile a joindre par telephone. Un d'eux a meme ecrit : ""Nous sommes fin janvier, après de nombreuses tentatives pour les joindre depuis 5 mois, sans jamais de réponse ni de retour de leu"" C'est frustrant, surtout quand on a besoin d'un renseignement ou d'un devis urgent. La solution : un formulaire de contact en ligne disponible 24h/24.",A contacter,,,,,,,
295,Restauration,Traiteur,Grenoble,Le Succès Traiteur - salle de location,"22 Av. de la République, 38170 Seyssinet-Pariset, France",06 48 86 88 18,,NON,NON,4.1,67,,"livraison, a emporter, sur place, petit-dej, PMR",10,,,,https://maps.google.com/?cid=5420171730445691195,"Pâtisseries sèches, voir photos, et au goût de rance. Une salade au thon avec 1cm de flotte au fond de la barquette, et de la salade verte noire. Une autre salade au jambon qui a pris le chaud et qui  | Quelle escroquerie!!!!
Voila bien un établissement qui n'a de traiteur, que le nom.
C'est la première fois que je me rendais dans cet établissement, que dire à part que la qualité des produits est cla","accueil, excellent, top",les clients ne peuvent pas voir vos realisations avant de vous choisir,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Pâtisseries sèches, voir photos, et au goût de rance"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
296,Restauration,Boulangerie,Grenoble,"Boulangerie Pâtisserie ""Gourmand et mignon""","20 Bd Maréchal Foch, 38000 Grenoble, France",06 04 40 95 39,,NON,NON,4.3,140,,"livraison, a emporter, petit-dej, PMR",10,"lundi: 08:00 – 13:30, 16:00 – 19:00 | mardi: 08:00 – 13:30, 16:00 – 19:00 | mercredi: 08:00 – 14:00, 16:00 – 19:00 | jeudi: 08:00 – 14:00, 16:00 – 19:00 | vendredi: 08:00 – 16:00 | samedi: Fermé | dimanche: 08:00 – 14:00",,"bakery, store",https://maps.google.com/?cid=5360537010387141681,"Grenoble n’est pas particulièrement réputé pour ses viennoiseries et cette boulangerie n’améliorera pas les choses.

Bien qu’ils soient gros, les Croissants, et pains au chocolat ne sont vraiment pas  | J'ai acheté des croissants et des pains aux chocolats le matin même, j'ai a peine croqué que j'ai tout de suite compris que quelque chose n'allait pas.. le goût m'a paru étrange, un goût d'huile et pa","maison, excellent, accueil",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Photo) et pas exemple, la pâtisserie au chocolat était avec une base mousse au chocolat"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
297,Restauration,Boulangerie,Grenoble,La Fournée - Boulangerie & Patisserie,"104 Cr Berriat, 38000 Grenoble, France",06 16 57 68 32,,NON,NON,3.2,146,budget,"a emporter, petit-dej, PMR",10,lundi: 06:00 – 21:00 | mardi: 06:00 – 21:00 | mercredi: 06:00 – 21:00 | jeudi: 06:00 – 21:00 | vendredi: 06:00 – 21:00 | samedi: 06:00 – 21:00 | dimanche: 06:00 – 21:00,,"bakery, restaurant, store",https://maps.google.com/?cid=15070759487753323250,"Si j'avais pu mettre 0, je l'aurai mis... on a pris un flan et une tarte framboise, et je crois qu'on nous a servi des glaces... les deux étaient encore en pleine décongelation... produits congelés ou | Personnel non accueillant à revoir la vendeuse pour sa politesse pas aimable du tout .
Je venais régulièrement pour une fricassé qui me coûte 2,5e mais là en ce jour 3,5€ pour 1/2 feuille de salade 2 ",delicieux,impossible de reserver ou prendre rendez-vous en ligne,"2 de vos clients sur Google se plaignent du meme probleme : impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Je venais régulièrement pour une fricassé qui me coûte 2,5e mais là en ce jour 3,5€ pour 1/2 feuille de salade 2 olives noir et mê"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",A contacter,,,,,,,
298,Restauration,Boulangerie,Grenoble,Boulangerie Lesdiguières,"159 Cr de la Libération et du Général de Gaulle, 38100 Grenoble, France",06 61 94 26 07,,NON,NON,4.2,82,,"livraison, a emporter, sur place, PMR",6,lundi: 06:00 – 19:00 | mardi: 06:00 – 19:00 | mercredi: 06:00 – 19:00 | jeudi: 06:00 – 19:00 | vendredi: 06:00 – 19:00 | samedi: 06:00 – 19:00 | dimanche: 06:00 – 19:00,,"bakery, meal_takeaway, restaurant, store",https://maps.google.com/?cid=8323258089385182714,"L’intérieur d’un « suisse » très sec, j’adore avec la pâte à brioche,  mais au moins mettez + de pépites et + de crème pâtissière c’est beaucoup trop sec | Vraiment ca n'a plus rien à voir avec le début. Les éclairs sont vraiment pas bons (j'ai jamais vu ca ceux de carrefours sont incroyable a cote et la taille c'est petit) et les pâtisseries sont vraime","frais, excellent",les clients ne peuvent pas voir vos realisations avant de vous choisir,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Si vous arrivez entre 12h05 et 12h30, voir plus tard, c'est long"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
299,Beaute,Barbier,Grenoble,la clinique barber 38,"56 Rue Thiers, 38000 Grenoble, France",07 58 17 64 58,,NON,NON,4.6,79,,,10,lundi: 10:00 – 19:00 | mardi: 10:00 – 19:00 | mercredi: 10:00 – 19:00 | jeudi: 10:00 – 19:00 | vendredi: 10:00 – 19:00 | samedi: 10:00 – 19:00 | dimanche: 13:00 – 20:00,,hair_care,https://maps.google.com/?cid=6753169250864654496,"Gerant très sympathique, malheureusement le coiffeur ne parle pas français, et est pour l'instant pas complètement opérationnel, il a pris 1h pour me faire une coupe qui plus est n'était pas totalemen","accueil, chaleureux, professionnel",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Gerant très sympathique, malheureusement le coiffeur ne parle pas français, et est pour l'instant pas complètement opérationnel, i"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
300,Beaute,Barbier,Grenoble,M&k barber shop,"95 Cr Berriat, 38000 Grenoble, France",07 53 77 07 05,,NON,NON,4.6,170,,PMR,5,lundi: 08:00 – 20:00 | mardi: 08:00 – 20:00 | mercredi: 08:00 – 20:00 | jeudi: 08:00 – 20:00 | vendredi: 08:00 – 20:00 | samedi: 08:00 – 20:00 | dimanche: 08:00 – 20:00,,hair_care,https://maps.google.com/?cid=2243485879967497062,,"qualite, top, gentil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
301,Beaute,Barbier,Grenoble,MO’TIF coiffure Barbershop Grenoble,"20 Bd Maréchal Joffre, 38000 Grenoble, France",07 68 78 85 46,,NON,NON,4.5,124,,PMR,10,"lundi: 09:00 – 19:00 | mardi: 09:00 – 19:00 | mercredi: 09:00 – 19:00 | jeudi: 09:00 – 19:00 | vendredi: 09:00 – 12:30, 14:00 – 19:00 | samedi: 09:00 – 19:00 | dimanche: Fermé",,hair_care,https://maps.google.com/?cid=13331106287170589653,,"professionnel, rapide, accueil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
302,Auto,Garage,Grenoble,RS Garage 38,"14 Rue Paul Bourget, 38100 Grenoble, France",07 77 25 47 88,,NON,NON,4.2,125,,PMR,10,"lundi: 08:30 – 12:00, 14:00 – 19:00 | mardi: 08:30 – 12:00, 14:00 – 19:00 | mercredi: 08:30 – 12:00, 14:00 – 19:00 | jeudi: 08:30 – 12:00, 14:00 – 19:00 | vendredi: 09:00 – 19:00 | samedi: 09:00 – 17:00 | dimanche: Fermé",,car_repair,https://maps.google.com/?cid=11690962255777216119,,"professionnel, qualite, disponible",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
303,Commerce,Fleuriste,Grenoble,Atelier des Anges - fleuriste spécialiste de Compositions Funéraires,"120 Grande Rue, 38700 La Tronche, France",06 29 38 61 53,,NON,NON,3.8,45,,"livraison, PMR",10,lundi: 08:00 – 19:30 | mardi: 08:00 – 19:30 | mercredi: 08:00 – 19:30 | jeudi: 08:00 – 19:30 | vendredi: 08:00 – 19:30 | samedi: 08:00 – 19:30 | dimanche: 09:00 – 19:30,,"florist, store",https://maps.google.com/?cid=2171469297498250145,"Bonjour,
Commande passée samedi matin 24 janvier à l'atelier des Anges, 70€ pour un bouquet bulle blanc et pastel. Nous étions présents a la cérémonie, aux PFI de la Tronche, mercredi 28 janvier à 9h  | Commande de deuil passée à distance pour les obsèques de Mr T.M le 16/10 . Nous avions commandé une composition pour 100 euros voilà ce qui a été livré ! 3 misérables petits pots posés dans une coupe ","accueil, gentil",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Une photo devait nous être envoyée à la livraison, bien entendu, nous n'avons jamais rien reçu"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
304,Commerce,Epicerie,Grenoble,Alimentation - Night Shop ( Market.5 ),"10 Cr Berriat, 38000 Grenoble, France",07 68 08 91 57,,NON,NON,4.3,11,,PMR,10,lundi: 12:00 – 02:00 | mardi: 12:00 – 02:00 | mercredi: 12:00 – 02:00 | jeudi: 12:00 – 02:00 | vendredi: 12:00 – 02:30 | samedi: 12:00 – 02:30 | dimanche: 12:00 – 02:00,,"convenience_store, grocery_or_supermarket, store",https://maps.google.com/?cid=6269375874712701150,,"accueil, chaleureux, rapide",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
305,Commerce,Epicerie,Grenoble,Night shop,"2 bis Rue de Lionne, 38000 Grenoble, France",06 48 83 18 69,,NON,NON,3.8,6,,livraison,1,lundi: 18:00 – 05:00 | mardi: 18:00 – 05:00 | mercredi: 18:00 – 05:00 | jeudi: 19:00 – 05:30 | vendredi: 19:00 – 06:00 | samedi: 19:00 – 06:00 | dimanche: 19:00 – 04:00,,"grocery_or_supermarket, store",https://maps.google.com/?cid=9311573280454930425,Je suis passé pour acheter mais bizarrement personne dans la caisse | Misha et son oncle,top,peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
306,Commerce,Epicerie,Grenoble,Gambetta shop,"24 Bd Gambetta, 38000 Grenoble, France",07 51 29 25 66,,NON,NON,3.1,17,,livraison,10,lundi: 14:30 – 06:00 | mardi: 14:30 – 00:00 | mercredi: 14:30 – 06:00 | jeudi: 14:30 – 06:00 | vendredi: 14:30 – 06:45 | samedi: 14:30 – 06:45 | dimanche: 14:30 – 05:45,,"grocery_or_supermarket, store",https://maps.google.com/?cid=7536337946599952457,"+ de 500€ d'achats sans contact avec 4 cartes volées en 15 minutes. Quand on leur demande, ils ont rien vu, la blague.
C'est pas la question de demander la carte d'identité, c'est juste une question d | Nous avons également été victime de cartes volées et utiliser à outrance dans cet établissement.
3 cartes passées avec de multiples achat sans contact et personne ne dit rien !
Une plainte est en cour",,vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",A contacter,,,,,,,
307,Commerce,Epicerie,Grenoble,Moon Shop,"36 Bd Maréchal Foch, 38000 Grenoble, France",07 46 44 34 98,,NON,NON,4.5,16,,livraison,3,lundi: 18:00 – 06:00 | mardi: 18:00 – 06:00 | mercredi: 18:00 – 06:00 | jeudi: 18:00 – 06:00 | vendredi: 18:00 – 06:30 | samedi: 18:00 – 06:30 | dimanche: 18:00 – 06:00,,"grocery_or_supermarket, store",https://maps.google.com/?cid=9525056045934877673,"Achetez plutôt des articles à l épicerie à côté .
C est un daron qui se ruine la santé pour faire vivre sa famille et viens oklm ouvrir à côté de lui.
Le respect des anciens se perd ….","accueil, ecoute, top",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
